# Time [h]	MS [g]	AA [g]	Butyric [g]	MO_AcidoLCFA [g]	MO_ButyricValeric [g]	Propionic [g]	Carbondioxide [g]	Carbondioxide_gas [g]	Carbondioxide_sum [g]	MO_hydroM [g]	Valeric [g]	MO_acetoM [g]	LCFA [g]	MO_AcidoMS [g]	Methane [g]	Methane_gas [g]	Methane_sum [g]	MO_AcidoAA [g]	MO_Propionic [g]	Hydrogen [g]	Hydrogen_gas [g]	Hydrogen_sum [g]	Acetic [g]
2.872	5.0307096143704e-19	3.8294622743797e-13	6.4396766655328e-06	47.129332598834	67.314957775676	0.00013463510775715	9.1106231790244	2.160568103512	11.271191282536	109.87301920131	1.8347663869438e-06	65.714735257144	0.018279178922971	240.8728340966	0.79152124404464	1.4079814576787	2.1995027017233	35.069303157379	38.974658568574	7.7696018467326e-09	6.4081258044217e-08	7.185085989095e-08	0.60122776174676
3	4.3876581595035e-20	1.2242707958137e-13	2.4925502719384e-06	47.124656593632	67.307807203061	6.7920556820184e-05	8.4909783275844	2.0705164862196	10.561494813804	109.8616451723	6.8405361534844e-07	65.71948160635	0.016976832380006	240.84724516239	0.66602944172124	1.3928829853759	2.0589124270971	35.065577597726	38.970522561408	7.0326767819686e-09	4.5793227839499e-08	5.2825904621467e-08	0.36950472666845
3.2	5.4392573079104e-22	2.1850556247292e-14	0.0002596385066416	47.117303034921	67.296678495943	0.0010984657987905	7.7075715198301	1.9723194243275	9.6798909441576	109.8439916859	9.1124442770985e-05	65.720784372244	0.015060912010543	240.80726788956	0.54437280530576	1.9204796977141	2.4648525030198	35.059757202415	38.964107235407	1.0257635309054e-08	3.6627566508781e-07	3.7653330039686e-07	0.26897893080227
3.48	-1.0232547194263e-23	2.0354812707702e-15	3.6753204312512e-05	47.106922707469	67.281075261739	0.00028447955022273	6.542340908207	1.6346151119179	8.176956020125	109.81913971452	1.191551042075e-05	65.716275946049	0.012815975048145	240.75131083091	0.40461229464692	1.5301528027436	1.9347650973905	35.051610268478	38.955110054707	6.1487328836755e-09	9.8504039852656e-08	1.0465277273633e-07	0.14386517825985
3.872	3.422983310299e-25	6.421346139268e-17	2.3987548584487e-06	47.092252354648	67.259193485547	4.2479679949955e-05	5.5062765422157	1.4462473778949	6.9525239201105	109.78402832222	6.846338943226e-07	65.704652567727	0.010240996424686	240.67299276316	0.30943669355018	1.4969260718715	1.8063627654217	35.040207736954	38.942454101357	4.2557291418523e-09	2.7669324506605e-08	3.1925053648458e-08	0.10299828379099
4	3.0254456222769e-26	2.0700949629334e-17	9.31903815126e-07	47.087433861574	67.252048467591	2.1511524564797e-05	5.2492032678337	1.3916712483485	6.6408745161822	109.77252872669	2.5623238412733e-07	65.700474772254	0.0095152100613434	240.64742503252	0.29326784182011	1.5069992993339	1.800267141154	35.036485264437	38.938318474942	3.8951379130412e-09	2.1177363385137e-08	2.5072501298178e-08	0.099221074004676
4.2	3.9400069122926e-28	3.7501680857976e-18	6.714062971034e-05	47.07987921375	67.24089672565	0.00026285752308588	4.8142512955521	1.2441536073914	6.0584049029435	109.75457715107	2.3289868851187e-05	65.694177614091	0.0084624872904571	240.60748089541	0.30099842297881	1.9087707373999	2.2097691603787	35.030669693454	38.931868134665	4.4296322093831e-09	9.830558238771e-08	1.0273521459709e-07	0.11075054492309
4.48	-7.3348584974928e-30	3.5798426795769e-19	9.5808131070149e-06	47.069256268018	67.2252806898	6.8550431081436e-05	4.2603232081243	1.0915963674524	5.3519195755767	109.72939126172	3.0730065573893e-06	65.685148571115	0.0072114251226072	240.55157023831	0.2869723460737	1.658320302028	1.9452926481017	35.02252951523	38.922835091619	3.1444411560361e-09	3.1125613935941e-08	3.4270055091977e-08	0.099346746675461
4.872	2.4905271000275e-31	1.1823898031266e-20	6.3502596910876e-07	47.054308867374	67.203413194315	1.0362945336538e-05	3.7528263467563	0.98685842128003	4.7396847680363	109.69402233572	1.7951836953952e-07	65.671979690224	0.0057756754014139	240.47331713902	0.27715784003923	1.6517572275366	1.9289150675759	35.011136442633	38.910177177518	2.3580195037879e-09	1.2095853690928e-08	1.4453873194716e-08	0.09616720932014
5	2.2562698787825e-32	3.8745278569006e-21	2.482989362325e-07	47.049412808486	67.196273942093	5.2755995897419e-06	3.6204955491574	0.95526962356754	4.575765172725	109.68245880047	6.7637216805679e-08	65.667642669626	0.0053711538600895	240.44777061946	0.27607320933465	1.660799019115	1.9368722284497	35.007417058294	38.906043920841	2.1784553667792e-09	1.0109045215816e-08	1.2287500582595e-08	0.095966418235495
5.2	3.2007530628106e-34	7.2179677464015e-22	1.3107901234389e-05	47.041748887765	67.18512244108	4.9730593073965e-05	3.3787917518681	0.86474995486696	4.2435417067351	109.66438715967	4.450033442026e-06	65.660893768122	0.0047906365119574	240.40785961631	0.29173568724263	1.9395368116382	2.2312724988808	35.001606311367	38.899588504501	2.1234430892538e-09	2.4014178475216e-08	2.613762156447e-08	0.09757100353465
5.48	-5.8648080178039e-36	7.2162720274325e-23	1.9000029042211e-06	47.030994548875	67.16951216575	1.3111935344807e-05	3.0799289638576	0.78516883039783	3.8650977942554	109.63906533208	5.9693630819962e-07	65.651413627086	0.0040933483688688	240.35199534074	0.28902148069057	1.7555041733201	2.0445256540107	34.993472885946	38.890551871193	1.6944050764516e-09	1.0418493896508e-08	1.211289897296e-08	0.096710485475919
5.872	2.0625104331442e-37	2.6198861781975e-24	1.2945858479506e-07	47.015898280269	67.147661721921	2.0205837100417e-06	2.8027530409666	0.72664620162187	3.5293992425885	109.60357686776	3.5909491149662e-08	65.638066376708	0.0032927668282657	240.27380716274	0.28629534723334	1.7488669065054	2.0351622537388	34.982089265412	38.877901257697	1.332238657752e-09	5.8623215934364e-09	7.1945602511884e-09	0.097125428162183
