# Time [h]	AA [g/L]	MO_AcidoLCFA [g/L]	MO_Acetic [g/L]	MO_hydroM [g/L]	MO_Propionic [g/L]	MO_acetoM [g/L]	MO_ButyricValeric [g/L]	MO_AcidoMS [g/L]	MO_AcidoAA [g/L]	Nitrogen [g/L]	SUM [g/L]
27.2	3.2573685891469e-06	0.1678843795256	0.11751908278055	0.38027991695924	0.12738006452903	0.21882315255056	0.21893253774423	0.78181045795274	0.11402496818326	0.0018915245463083	2.1285493421401
27.48	3.3380901833311e-06	0.16785418244765	0.1174973249954	0.38022401670181	0.12735286628569	0.21879820483394	0.2188830540006	0.78163086862676	0.11399888037432	0.0019032124864594	2.1281459488428
27.872	3.3521104107575e-06	0.16781098755809	0.11746684892389	0.38014520944018	0.12731489621845	0.21876318201713	0.21881383893501	0.78137952067648	0.11396237514939	0.0019171168966882	2.1275773279257
28	3.3513264095206e-06	0.16779671280663	0.11745689336692	0.38011934269381	0.12730251011213	0.21875172001089	0.21879124615867	0.78129746558701	0.11395045805248	0.0019211427704653	2.1273908428854
28.2	3.4589400610195e-06	0.16777422246553	0.11744133736171	0.38007892697377	0.12728320281129	0.21873380228828	0.21875597251996	0.78116931766346	0.11393184661117	0.0019268186471905	2.1270989062824
28.48	3.4982915398039e-06	0.16774236726928	0.11741956106112	0.38002229086564	0.12725625812813	0.21870871446762	0.21870663676895	0.78098997735814	0.1139058042498	0.001933716071958	2.1266888245322
28.872	3.5045389882301e-06	0.16769720204096	0.11738907018534	0.37994268231722	0.12721861072551	0.21867354700757	0.21863760910644	0.78073897428008	0.11386935882114	0.0019418755952024	2.1261124346185
29	3.5039879044878e-06	0.16768234905693	0.11737911224629	0.37991660714331	0.12720632670401	0.21866204914792	0.21861507601562	0.7806570317655	0.11385746103586	0.0019442334552401	2.1259237505586
29.2	3.5413181800022e-06	0.16765902372315	0.11736355201889	0.37987583675714	0.12718715793533	0.21864407292162	0.21857988246154	0.78052902933953	0.1138388755815	0.0019475927042093	2.1256285647611
29.48	3.5542990123043e-06	0.16762613207447	0.1173417665945	0.3798186691364	0.12716036724068	0.21861888791776	0.21853063667596	0.78034987199643	0.11381286411476	0.0019517531489716	2.125214503199
