Hions_Offset = 0.1155758345125# Time [h]	Butyric -	Propionic -	Carbondioxide -	Valeric -	Acetic -	Nitrogen -	Water -	Hions -
20.872	6.8036098103257e-11	4.1805646089805e-10	4.0585601435465e-09	1.2655708372797e-11	3.4862276654432e-08	-7.4176078619265e-05	8.6578820366285e-14	0.11550169785335
21	6.7501662245815e-11	4.1419682427336e-10	4.0682939238422e-09	1.2545314637184e-11	3.4370995171856e-08	-7.4955933627164e-05	8.6579405451399e-14	0.1155009175123
21.2	6.4331500490187e-11	3.969522690681e-10	4.0966684468666e-09	1.1928434173753e-11	3.3321623479759e-08	-7.6234658703493e-05	8.6580365027666e-14	0.11549963774521
21.48	6.177315986231e-11	3.8108663586211e-10	4.0918216170742e-09	1.1408035437935e-11	3.1977343219907e-08	-7.8176556095958e-05	8.6581822156144e-14	0.11549769447975
21.872	5.984852475653e-11	3.6757095866941e-10	4.1173948924185e-09	1.1012076064942e-11	3.0329582806892e-08	-8.1008833457115e-05	8.6583947210804e-14	0.11549486056436
22	5.9387734034474e-11	3.6424547856188e-10	4.1283581453235e-09	1.0919672298736e-11	2.9848140333045e-08	-8.191544661857e-05	8.6584627425667e-14	0.11549395347686
22.2	5.6678160927761e-11	3.4944341748463e-10	4.1573383529143e-09	1.0410435431467e-11	2.8861256403573e-08	-8.3372138880283e-05	8.6585720551913e-14	0.11549249580869
22.48	5.454997341932e-11	3.3611541345814e-10	4.1529793254186e-09	9.9890694878212e-12	2.7627969587563e-08	-8.5513815104434e-05	8.6587327634732e-14	0.11549035287894
22.872	5.2990236322551e-11	3.2503789900803e-10	4.1799161160813e-09	9.6746205365016e-12	2.6163558221255e-08	-8.8536746666554e-05	8.6589595862993e-14	0.11548732849695
23	5.2621149698721e-11	3.223513848035e-10	4.1912826346069e-09	9.6018291760123e-12	2.5744334884698e-08	-8.9488471546473e-05	8.6590309971485e-14	0.11548637636111
23.2	5.0431290514408e-11	3.0995739376499e-10	4.2191592441484e-09	9.1894537051811e-12	2.4914346518896e-08	-9.0986537037039e-05	8.6591434181708e-14	0.11548487747852
23.48	4.8753130536127e-11	2.991231427953e-10	4.213323827806e-09	8.85619238861e-12	2.3902321029534e-08	-9.3119521826061e-05	8.6593034830941e-14	0.11548274346302
23.872	4.7565508391481e-11	2.9046848118745e-10	4.2391223966442e-09	8.6164666293495e-12	2.273713217427e-08	-9.6029266357729e-05	8.6595218288706e-14	0.11547983256902
24	4.7290005500092e-11	2.8842351250128e-10	4.2501121595289e-09	8.562270982679e-12	2.2409987744348e-08	-9.6929011136106e-05	8.6595893448061e-14	0.11547893250573
